,CLOSE
2007-01-08,3220.0
2007-01-09,3220.0
2007-01-10,3230.0
2007-01-11,3240.0
2007-01-12,3240.0
2007-01-15,3240.0
2007-01-16,3250.0
2007-01-17,3250.0
2007-01-18,3260.0
2007-01-19,3260.0
2007-01-22,3260.0
2007-01-23,3270.0
2007-01-24,3270.0
2007-01-25,3270.0
2007-01-26,3280.0
2007-01-29,3280.0
2007-01-30,3280.0
2007-01-31,3280.0
2007-02-01,3330.0
2007-02-02,3330.0
2007-02-05,3330.0
2007-02-06,3330.0
2007-02-07,3330.0
2007-02-08,3330.0
2007-02-09,3330.0
2007-02-12,3330.0
2007-02-13,3330.0
2007-02-14,3330.0
2007-02-15,3330.0
2007-02-16,3330.0
2007-02-26,3330.0
2007-02-27,3330.0
2007-02-28,3330.0
2007-03-01,3340.0
2007-03-02,3340.0
2007-03-05,3340.0
2007-03-06,3350.0
2007-03-07,3350.0
2007-03-08,3350.0
2007-03-09,3350.0
2007-03-12,3350.0
2007-03-13,3330.0
2007-03-14,3330.0
2007-03-15,3330.0
2007-03-16,3300.0
2007-03-19,3300.0
2007-03-20,3300.0
2007-03-21,3310.0
2007-03-22,3310.0
2007-03-23,3310.0
2007-03-26,3310.0
2007-03-27,3310.0
2007-03-28,3310.0
2007-03-29,3310.0
2007-03-30,3310.0
2007-04-02,3300.0
2007-04-03,3280.0
2007-04-04,3280.0
2007-04-05,3280.0
2007-04-06,3280.0
2007-04-09,3270.0
2007-04-10,3270.0
2007-04-11,3270.0
2007-04-12,3270.0
2007-04-13,3280.0
2007-04-16,3300.0
2007-04-17,3310.0
2007-04-18,3330.0
2007-04-19,3330.0
2007-04-20,3340.0
2007-04-23,3350.0
2007-04-24,3370.0
2007-04-25,3380.0
2007-04-26,3380.0
2007-04-27,3380.0
2007-04-30,3380.0
2007-05-08,3480.0
2007-05-09,3530.0
2007-05-10,3540.0
2007-05-11,3570.0
2007-05-14,3570.0
2007-05-15,3570.0
2007-05-16,3550.0
2007-05-17,3540.0
2007-05-18,3530.0
2007-05-21,3520.0
2007-05-22,3490.0
2007-05-23,3430.0
2007-05-24,3420.0
2007-05-25,3400.0
2007-05-28,3400.0
2007-05-29,3410.0
2007-05-30,3420.0
2007-05-31,3420.0
2007-06-01,3420.0
2007-06-04,3420.0
2007-06-05,3420.0
2007-06-06,3400.0
2007-06-07,3370.0
2007-06-08,3360.0
2007-06-11,3360.0
2007-06-12,3360.0
2007-06-13,3360.0
2007-06-14,3360.0
2007-06-15,3360.0
2007-06-18,3360.0
2007-06-19,3370.0
2007-06-20,3370.0
2007-06-21,3370.0
2007-06-22,3390.0
2007-06-25,3400.0
2007-06-26,3420.0
2007-06-27,3420.0
2007-06-28,3420.0
2007-06-29,3420.0
2007-07-02,3420.0
2007-07-03,3440.0
2007-07-04,3440.0
2007-07-05,3440.0
2007-07-06,3440.0
2007-07-09,3470.0
2007-07-10,3470.0
2007-07-11,3470.0
2007-07-12,3470.0
2007-07-13,3470.0
2007-07-16,3470.0
2007-07-17,3490.0
2007-07-18,3490.0
2007-07-19,3500.0
2007-07-20,3550.0
2007-07-23,3600.0
2007-07-24,3610.0
2007-07-25,3660.0
2007-07-26,3690.0
2007-07-27,3700.0
2007-07-30,3730.0
2007-07-31,3730.0
2007-08-01,3760.0
2007-08-02,3760.0
2007-08-03,3760.0
2007-08-06,3760.0
2007-08-07,3760.0
2007-08-08,3750.0
2007-08-09,3740.0
2007-08-10,3740.0
2007-08-13,3740.0
2007-08-14,3740.0
2007-08-15,3740.0
2007-08-16,3740.0
2007-08-17,3780.0
2007-08-20,3830.0
2007-08-21,3880.0
2007-08-22,3910.0
2007-08-23,3910.0
2007-08-24,3910.0
2007-08-27,3910.0
2007-08-28,3910.0
2007-08-29,3940.0
2007-08-30,3950.0
2007-08-31,4000.0
2007-09-03,4050.0
2007-09-04,4080.0
2007-09-05,4110.0
2007-09-06,4120.0
2007-09-07,4120.0
2007-09-10,4120.0
2007-09-11,4130.0
2007-09-12,4110.0
2007-09-13,4090.0
2007-09-14,4070.0
2007-09-17,4060.0
2007-09-18,4050.0
2007-09-19,4050.0
2007-09-20,4050.0
2007-09-21,4050.0
2007-09-24,4050.0
2007-09-25,4050.0
2007-09-26,4020.0
2007-09-27,4000.0
2007-09-28,3990.0
2007-10-08,3990.0
2007-10-09,3990.0
2007-10-10,4020.0
2007-10-11,4040.0
2007-10-12,4040.0
2007-10-15,4050.0
2007-10-16,4050.0
2007-10-17,4050.0
2007-10-18,4050.0
2007-10-19,4040.0
2007-10-22,4040.0
2007-10-23,4050.0
2007-10-24,4050.0
2007-10-25,4050.0
2007-10-26,4050.0
2007-10-29,4070.0
2007-10-30,4080.0
2007-10-31,4080.0
2007-11-01,4080.0
2007-11-02,4080.0
2007-11-05,4100.0
2007-11-06,4120.0
2007-11-07,4140.0
2007-11-08,4160.0
2007-11-09,4200.0
2007-11-12,4340.0
2007-11-13,4370.0
2007-11-14,4370.0
2007-11-15,4370.0
2007-11-16,4370.0
2007-11-19,4340.0
2007-11-20,4310.0
2007-11-21,4310.0
2007-11-22,4310.0
2007-11-23,4330.0
2007-11-26,4350.0
2007-11-27,4400.0
2007-11-28,4450.0
2007-11-29,4480.0
2007-11-30,4520.0
2007-12-03,4610.0
2007-12-04,4710.0
2007-12-05,4750.0
2007-12-06,4700.0
2007-12-07,4630.0
2007-12-10,4580.0
2007-12-11,4640.0
2007-12-12,4690.0
2007-12-13,4690.0
2007-12-14,4690.0
2007-12-17,4650.0
2007-12-18,4600.0
2007-12-19,4550.0
2007-12-20,4520.0
2007-12-21,4470.0
2007-12-24,4470.0
2007-12-25,4470.0
2007-12-26,4460.0
2007-12-27,4460.0
2007-12-28,4460.0
2008-01-02,4490.0
2008-01-03,4500.0
2008-01-04,4500.0
2008-01-07,4500.0
2008-01-08,4500.0
2008-01-09,4480.0
2008-01-10,4460.0
2008-01-11,4440.0
2008-01-14,4420.0
2008-01-15,4410.0
2008-01-16,4400.0
2008-01-17,4400.0
2008-01-18,4380.0
2008-01-21,4380.0
2008-01-22,4360.0
2008-01-23,4360.0
2008-01-24,4360.0
2008-01-25,4360.0
2008-01-28,4360.0
2008-01-29,4360.0
2008-01-30,4360.0
2008-01-31,4380.0
2008-02-01,4380.0
2008-02-04,4380.0
2008-02-05,4380.0
2008-02-13,4400.0
2008-02-14,4400.0
2008-02-15,4440.0
2008-02-18,4580.0
2008-02-19,4680.0
2008-02-20,4710.0
2008-02-21,4770.0
2008-02-22,4800.0
2008-02-25,4800.0
2008-02-26,4770.0
2008-02-27,4770.0
2008-02-28,4790.0
2008-02-29,4840.0
2008-03-03,4980.0
2008-03-04,5000.0
2008-03-05,4970.0
2008-03-06,4930.0
2008-03-07,4910.0
2008-03-10,4860.0
2008-03-11,4900.0
2008-03-12,4900.0
2008-03-13,4860.0
2008-03-14,4820.0
2008-03-17,4820.0
2008-03-18,4820.0
2008-03-19,4800.0
2008-03-20,4800.0
2008-03-21,4800.0
2008-03-24,4800.0
2008-03-25,4800.0
2008-03-26,4810.0
2008-03-27,4830.0
2008-03-28,4860.0
2008-03-31,4880.0
2008-04-01,4930.0
2008-04-02,4950.0
2008-04-03,4970.0
2008-04-07,4990.0
2008-04-08,5000.0
2008-04-09,5010.0
2008-04-10,5010.0
2008-04-11,5010.0
2008-04-14,5010.0
2008-04-15,5010.0
2008-04-16,5010.0
2008-04-17,5010.0
2008-04-18,5010.0
2008-04-21,5010.0
2008-04-22,5060.0
2008-04-23,5150.0
2008-04-24,5250.0
2008-04-25,5350.0
2008-04-28,5400.0
2008-04-29,5470.0
2008-04-30,5470.0
2008-05-05,5650.0
2008-05-06,5650.0
2008-05-07,5630.0
2008-05-08,5560.0
2008-05-09,5530.0
2008-05-12,5610.0
2008-05-13,5690.0
2008-05-14,5690.0
2008-05-15,5660.0
2008-05-16,5610.0
2008-05-19,5590.0
2008-05-20,5530.0
2008-05-21,5510.0
2008-05-22,5530.0
2008-05-23,5600.0
2008-05-26,5600.0
2008-05-27,5600.0
2008-05-28,5600.0
2008-05-29,5600.0
2008-05-30,5600.0
2008-06-02,5630.0
2008-06-03,5680.0
2008-06-04,5710.0
2008-06-05,5710.0
2008-06-06,5710.0
2008-06-10,5710.0
2008-06-11,5680.0
2008-06-12,5660.0
2008-06-13,5610.0
2008-06-16,5570.0
2008-06-17,5550.0
2008-06-18,5530.0
2008-06-19,5460.0
2008-06-20,5430.0
2008-06-23,5450.0
2008-06-24,5450.0
2008-06-25,5450.0
2008-06-26,5450.0
2008-06-27,5450.0
2008-06-30,5430.0
2008-07-01,5450.0
2008-07-02,5470.0
2008-07-03,5490.0
2008-07-04,5490.0
2008-07-07,5500.0
2008-07-08,5510.0
2008-07-09,5510.0
2008-07-10,5510.0
2008-07-11,5510.0
2008-07-14,5480.0
2008-07-15,5460.0
2008-07-16,5460.0
2008-07-17,5450.0
2008-07-18,5450.0
2008-07-21,5430.0
2008-07-22,5420.0
2008-07-23,5420.0
2008-07-24,5390.0
2008-07-25,5380.0
2008-07-28,5370.0
2008-07-29,5360.0
2008-07-30,5360.0
2008-07-31,5360.0
2008-08-01,5330.0
2008-08-04,5330.0
2008-08-05,5300.0
2008-08-06,5270.0
2008-08-07,5250.0
2008-08-08,5230.0
2008-08-11,5220.0
2008-08-12,5220.0
2008-08-13,5220.0
2008-08-14,5200.0
2008-08-15,5180.0
2008-08-18,5160.0
2008-08-19,5140.0
2008-08-20,5090.0
2008-08-21,5050.0
2008-08-22,5010.0
2008-08-25,4950.0
2008-08-26,4920.0
2008-08-27,4900.0
2008-08-28,4880.0
2008-08-29,4890.0
2008-09-01,4980.0
2008-09-02,5010.0
2008-09-03,5030.0
2008-09-04,5030.0
2008-09-05,5000.0
2008-09-08,4980.0
2008-09-09,4910.0
2008-09-10,4820.0
2008-09-11,4780.0
2008-09-12,4760.0
2008-09-16,4760.0
2008-09-17,4760.0
2008-09-18,4750.0
2008-09-19,4750.0
2008-09-22,4740.0
