,CLOSE
2018-11-19,10250.0
2018-11-20,10250.0
2018-11-21,10150.0
2018-11-22,10200.0
2018-11-23,10000.0
2018-11-26,10300.0
2018-11-27,10200.0
2018-11-28,10200.0
2018-11-29,10300.0
2018-11-30,10300.0
2018-12-03,10500.0
2018-12-04,10250.0
2018-12-05,10250.0
2018-12-06,10400.0
2018-12-07,10400.0
2018-12-10,10400.0
2018-12-11,10350.0
2018-12-12,10350.0
2018-12-13,10350.0
2018-12-14,10350.0
2018-12-17,10500.0
2018-12-18,10600.0
2018-12-19,10400.0
2018-12-20,10500.0
2018-12-21,10500.0
2018-12-24,10450.0
2018-12-25,10350.0
2018-12-26,10350.0
2018-12-27,10550.0
2018-12-28,10650.0
2019-01-02,10550.0
2019-01-03,10650.0
2019-01-04,11050.0
2019-01-07,11000.0
2019-01-08,11100.0
2019-01-09,11200.0
2019-01-10,11000.0
